name,warning_source,confirm_mode,reentry_mode,min_mfe_atr,confirm_window,trail_atr,osc_min_score,fallback_adx,fallback_bars,stop_atr,exit_rvol,wick_min,return,max_dd,sharpe,trades,win_rate,avg_trade_pct,median_trade_pct,best_trade_pct,worst_trade_pct,avg_hold_bars,exit_reasons,fitness
V12_osc_ema55_and_donchian_none_cw24_ta5_mfe2_adx18,osc,ema55_and_donchian,none,2.0,24,5.0,3,18.0,3,9.0,2.0,0.55,5.724692723570329,-0.33196445566763255,2.7280545854158187,47,0.6170212765957447,0.0538453594075976,0.008920763372012377,0.8056061432443989,-0.144563902827127,86.14893617021276,"{'fallback_trend_break': 43, 'warning_confirm_osc': 1, 'stop_loss': 2, 'opposite_cross': 1}",5.22674604006888
V12_osc_ema55_and_donchian_none_cw24_ta5_mfe4_adx18,osc,ema55_and_donchian,none,4.0,24,5.0,3,18.0,3,9.0,2.0,0.55,5.724692723570329,-0.33196445566763255,2.7280545854158187,47,0.6170212765957447,0.0538453594075976,0.008920763372012377,0.8056061432443989,-0.144563902827127,86.14893617021276,"{'fallback_trend_break': 43, 'warning_confirm_osc': 1, 'stop_loss': 2, 'opposite_cross': 1}",5.22674604006888
V12_volume_donchian_none_cw96_ta5_mfe2_adx18,volume,donchian,none,2.0,96,5.0,3,18.0,3,9.0,2.0,0.55,5.671735557266934,-0.31331175726800986,2.7206981296870976,46,0.6086956521739131,0.05473867560788034,0.006972536609086885,0.8040649223550788,-0.144563902827127,87.54347826086956,"{'fallback_trend_break': 42, 'stop_loss': 2, 'warning_confirm_volume': 1, 'opposite_cross': 1}",5.201767921364919
V12_volume_donchian_none_cw96_ta5_mfe4_adx18,volume,donchian,none,4.0,96,5.0,3,18.0,3,9.0,2.0,0.55,5.671735557266934,-0.31331175726800986,2.7206981296870976,46,0.6086956521739131,0.05473867560788034,0.006972536609086885,0.8040649223550788,-0.144563902827127,87.54347826086956,"{'fallback_trend_break': 42, 'stop_loss': 2, 'warning_confirm_volume': 1, 'opposite_cross': 1}",5.201767921364919
V12_volume_ema55_and_donchian_none_cw96_ta5_mfe2_adx18,volume,ema55_and_donchian,none,2.0,96,5.0,3,18.0,3,9.0,2.0,0.55,5.671735557266934,-0.31331175726800986,2.7206981296870976,46,0.6086956521739131,0.05473867560788034,0.006972536609086885,0.8040649223550788,-0.144563902827127,87.54347826086956,"{'fallback_trend_break': 42, 'stop_loss': 2, 'warning_confirm_volume': 1, 'opposite_cross': 1}",5.201767921364919
V12_volume_ema55_and_donchian_none_cw96_ta5_mfe4_adx18,volume,ema55_and_donchian,none,4.0,96,5.0,3,18.0,3,9.0,2.0,0.55,5.671735557266934,-0.31331175726800986,2.7206981296870976,46,0.6086956521739131,0.05473867560788034,0.006972536609086885,0.8040649223550788,-0.144563902827127,87.54347826086956,"{'fallback_trend_break': 42, 'stop_loss': 2, 'warning_confirm_volume': 1, 'opposite_cross': 1}",5.201767921364919
V12_either_donchian_none_cw96_ta5_mfe2_adx18,either,donchian,none,2.0,96,5.0,3,18.0,3,9.0,2.0,0.55,5.671735557266934,-0.31331175726800986,2.7206981296870976,46,0.6086956521739131,0.05473867560788034,0.006972536609086885,0.8040649223550788,-0.144563902827127,87.54347826086956,"{'fallback_trend_break': 42, 'stop_loss': 2, 'warning_confirm_volume': 1, 'opposite_cross': 1}",5.201767921364919
V12_either_donchian_none_cw96_ta5_mfe4_adx18,either,donchian,none,4.0,96,5.0,3,18.0,3,9.0,2.0,0.55,5.671735557266934,-0.31331175726800986,2.7206981296870976,46,0.6086956521739131,0.05473867560788034,0.006972536609086885,0.8040649223550788,-0.144563902827127,87.54347826086956,"{'fallback_trend_break': 42, 'stop_loss': 2, 'warning_confirm_volume': 1, 'opposite_cross': 1}",5.201767921364919
V12_either_ema55_and_donchian_none_cw96_ta5_mfe2_adx18,either,ema55_and_donchian,none,2.0,96,5.0,3,18.0,3,9.0,2.0,0.55,5.671735557266934,-0.31331175726800986,2.7206981296870976,46,0.6086956521739131,0.05473867560788034,0.006972536609086885,0.8040649223550788,-0.144563902827127,87.54347826086956,"{'fallback_trend_break': 42, 'stop_loss': 2, 'warning_confirm_volume': 1, 'opposite_cross': 1}",5.201767921364919
V12_either_ema55_and_donchian_none_cw96_ta5_mfe4_adx18,either,ema55_and_donchian,none,4.0,96,5.0,3,18.0,3,9.0,2.0,0.55,5.671735557266934,-0.31331175726800986,2.7206981296870976,46,0.6086956521739131,0.05473867560788034,0.006972536609086885,0.8040649223550788,-0.144563902827127,87.54347826086956,"{'fallback_trend_break': 42, 'stop_loss': 2, 'warning_confirm_volume': 1, 'opposite_cross': 1}",5.201767921364919
V12_volume_ema21_none_cw24_ta5_mfe4_adx18,volume,ema21,none,4.0,24,5.0,3,18.0,3,9.0,2.0,0.55,5.611462310258164,-0.3184504560036904,2.859733860550149,79,0.6582278481012658,0.03201634993593882,0.020593668104494478,0.4527654581389234,-0.144563902827127,43.48101265822785,"{'warning_confirm_volume': 46, 'fallback_trend_break': 29, 'stop_loss': 3, 'opposite_cross': 1}",5.133786626252629
V12_volume_ema21_or_donchian_none_cw24_ta5_mfe4_adx18,volume,ema21_or_donchian,none,4.0,24,5.0,3,18.0,3,9.0,2.0,0.55,5.611462310258164,-0.3184504560036904,2.859733860550149,79,0.6582278481012658,0.03201634993593882,0.020593668104494478,0.4527654581389234,-0.144563902827127,43.48101265822785,"{'warning_confirm_volume': 46, 'fallback_trend_break': 29, 'stop_loss': 3, 'opposite_cross': 1}",5.133786626252629
V12_volume_ema21_or_donchian_none_cw48_ta5_mfe4_adx18,volume,ema21_or_donchian,none,4.0,48,5.0,3,18.0,3,9.0,2.0,0.55,5.611462310258164,-0.3184504560036904,2.859733860550149,79,0.6582278481012658,0.03201634993593882,0.020593668104494478,0.4527654581389234,-0.144563902827127,43.48101265822785,"{'warning_confirm_volume': 46, 'fallback_trend_break': 29, 'stop_loss': 3, 'opposite_cross': 1}",5.133786626252629
V12_volume_ema21_or_donchian_none_cw96_ta5_mfe4_adx18,volume,ema21_or_donchian,none,4.0,96,5.0,3,18.0,3,9.0,2.0,0.55,5.611462310258164,-0.3184504560036904,2.859733860550149,79,0.6582278481012658,0.03201634993593882,0.020593668104494478,0.4527654581389234,-0.144563902827127,43.48101265822785,"{'warning_confirm_volume': 46, 'fallback_trend_break': 29, 'stop_loss': 3, 'opposite_cross': 1}",5.133786626252629
V12_either_ema21_none_cw24_ta5_mfe4_adx18,either,ema21,none,4.0,24,5.0,3,18.0,3,9.0,2.0,0.55,5.611462310258164,-0.3184504560036904,2.859733860550149,79,0.6582278481012658,0.03201634993593882,0.020593668104494478,0.4527654581389234,-0.144563902827127,43.48101265822785,"{'warning_confirm_volume': 46, 'fallback_trend_break': 29, 'stop_loss': 3, 'opposite_cross': 1}",5.133786626252629
V12_either_ema21_or_donchian_none_cw24_ta5_mfe4_adx18,either,ema21_or_donchian,none,4.0,24,5.0,3,18.0,3,9.0,2.0,0.55,5.611462310258164,-0.3184504560036904,2.859733860550149,79,0.6582278481012658,0.03201634993593882,0.020593668104494478,0.4527654581389234,-0.144563902827127,43.48101265822785,"{'warning_confirm_volume': 46, 'fallback_trend_break': 29, 'stop_loss': 3, 'opposite_cross': 1}",5.133786626252629
