family,symbol,timeframe,params,annualized,max_drawdown,sharpe,calmar,trades,win_rate,first_half_return,first_half_dd,second_half_return,second_half_dd,robustness,return
kinetic_kalman,BTC/USDT:USDT,4h,"{'gain': 0.15, 'lookback': 200, 'band_mult': 2.0, 'mode': 'both', 'stop_pct': 0.06, 'take_pct': 0.1}",0.684912375053476,-0.20230357716557834,1.8091328917744323,3.385567297670171,27,0.5555555555555556,0.27352189038019525,-0.11220006834593876,0.3316903450491555,-0.20230357716557834,strong,0.7148785072759458
kinetic_kalman,BTC/USDT:USDT,4h,"{'gain': 0.15, 'lookback': 250, 'band_mult': 2.0, 'mode': 'both', 'stop_pct': 0.06, 'take_pct': 0.1}",0.610096757402014,-0.1802285321627377,1.6879643259247383,3.3851285924646266,27,0.5185185185185185,0.2613817496702169,-0.13475423880790194,0.2828363551494155,-0.1802285321627377,strong,0.6362192363609842
kinetic_kalman,HYPE/USDT:USDT,4h,"{'gain': 0.25, 'lookback': 200, 'band_mult': 2.0, 'mode': 'long', 'stop_pct': 0.05, 'take_pct': 0.12}",0.6328472539646015,-0.23004067177924892,1.3182706279772827,2.751023325874708,36,0.4166666666666667,0.5244670911859279,-0.15001292350377338,0.064638458413256,-0.1887865687923691,strong,0.6230062938619267
kinetic_kalman,HYPE/USDT:USDT,4h,"{'gain': 0.25, 'lookback': 250, 'band_mult': 2.5, 'mode': 'long', 'stop_pct': 0.06, 'take_pct': 0.12}",0.5908060684349796,-0.2166429652463696,1.2994244839364733,2.7270955591062287,24,0.4583333333333333,0.07579539822669368,-0.19880747071281413,0.4702861451640572,-0.1253368487687545,strong,0.5817270690439573
hash_momentum,BTC/USDT:USDT,4h,"{'lookback': 36, 'threshold': 2.5, 'ema': 100, 'mode': 'both', 'stop_pct': 0.08, 'take_pct': 0.2}",0.5014184296937949,-0.19282727737253602,1.3143779288355573,2.6003500984203125,28,0.5,0.10214669859051151,-0.1319352408503337,0.37011789248634486,-0.19282727737253602,strong,0.5221790076010369
kinetic_kalman,HYPE/USDT:USDT,4h,"{'gain': 0.2, 'lookback': 250, 'band_mult': 2.5, 'mode': 'long', 'stop_pct': 0.06, 'take_pct': 0.12}",0.5128089771311812,-0.19853020340565175,1.2201391157914523,2.583027510848672,22,0.45454545454545453,-0.09710029077402571,-0.19853020340565175,0.6669710731513177,-0.12498124852666992,watch,0.505107697236435
macd_zero,BTC/USDT:USDT,1d,"{'fast': 12, 'slow': 26, 'signal_len': 9, 'mode': 'long', 'stop_pct': None, 'take_pct': None}",0.04090535805320061,-0.01599342790328484,0.7760308379987229,2.5576354425431953,6,0.6666666666666666,-0.009702536654912275,-0.014866800385498147,0.05260566732420435,-0.006352526873211195,watch,0.042392722253822956
macd_zero,BTC/USDT:USDT,1d,"{'fast': 12, 'slow': 26, 'signal_len': 9, 'mode': 'long', 'stop_pct': 0.08, 'take_pct': 0.2}",0.04090535805320061,-0.01599342790328484,0.7760308379987229,2.5576354425431953,6,0.6666666666666666,-0.009702536654912275,-0.014866800385498147,0.05260566732420435,-0.006352526873211195,watch,0.042392722253822956
kinetic_kalman,HYPE/USDT:USDT,4h,"{'gain': 0.25, 'lookback': 200, 'band_mult': 2.0, 'mode': 'long', 'stop_pct': 0.04, 'take_pct': 0.12}",0.6038493448636384,-0.2413839562238942,1.3278422399984406,2.5016134224908537,38,0.3684210526315789,0.3486055365940237,-0.2264917139542333,0.18235861164891998,-0.1886543282883112,strong,0.5945353699093567
hash_momentum,HYPE/USDT:USDT,1h,"{'lookback': 12, 'threshold': 3.5, 'ema': 100, 'mode': 'long', 'stop_pct': 0.04, 'take_pct': 0.1}",0.849988479399155,-0.35254358881431735,1.515168064053146,2.4110166979857883,61,0.3770491803278688,0.16343638637114233,-0.24295342356605398,0.5777602881530299,-0.21075902388164924,fragile,0.8356237282086534
