candidate_id,variant,quantile,window,start,end,trades,days,trades_per_day,total_return_1x,annualized_1x,win_rate,profit_factor,avg_trade_bps,max_drawdown_1x,trade_sharpe
cfg_side_88_12__q60,cfg_side_88_12,0.6,recent_6m,2025-12-25 04:20:00+00:00,2026-06-26 04:20:00+00:00,402,183.0,2.19672131147541,0.499697603453227,1.2441176737832325,0.5398009950248757,1.1679689476374315,11.752081557911472,-0.30503665433859095,1.8159947199571764
cfg_side_88_12__q60,cfg_side_88_12,0.6,full_year,2025-06-26 04:20:00+00:00,2026-06-26 04:20:00+00:00,821,365.0,2.249315068493151,1.5670850331779604,1.5670850331779604,0.5371498172959805,1.1876847491705944,13.22637929806224,-0.3050366543385912,2.0264144697582025
cfg_side_88_12__q70,cfg_side_88_12,0.7,recent_1w,2026-06-19 04:20:00+00:00,2026-06-26 04:20:00+00:00,15,7.0,2.142857142857143,0.1615143624274562,2456.9192544034518,0.7333333333333333,3.06852615581447,102.56956051256705,-0.03545042538658416,12.981953946193672
cfg_side_88_12__q70,cfg_side_88_12,0.7,recent_1m,2026-05-27 04:20:00+00:00,2026-06-26 04:20:00+00:00,76,30.0,2.533333333333333,-0.027398414625142142,-0.28680409652352434,0.5,0.9786125799059294,-1.785705547730826,-0.24639187806169327,-0.2785621571030482
cfg_side_88_12__q70,cfg_side_88_12,0.7,recent_3m,2026-03-28 04:20:00+00:00,2026-06-26 04:20:00+00:00,181,90.0,2.011111111111111,-0.37527179294325097,-0.8516068112946638,0.4530386740331492,0.7224798868103767,-24.349801455556378,-0.46872216614324025,-3.6670978196979305
cfg_side_88_12__q70,cfg_side_88_12,0.7,recent_6m,2025-12-25 04:20:00+00:00,2026-06-26 04:20:00+00:00,373,183.0,2.0382513661202184,-0.17025221919056077,-0.3108161107535252,0.5093833780160858,0.9570671640869536,-3.3762712289567887,-0.481151726406716,-0.5096129019880213
cfg_side_88_12__q70,cfg_side_88_12,0.7,full_year,2025-06-26 04:20:00+00:00,2026-06-26 04:20:00+00:00,762,365.0,2.0876712328767124,0.6111416134052616,0.6111416134052616,0.5288713910761155,1.1087953508586512,7.980968950826235,-0.4811517264067172,1.1850862250284242
cfg_side_88_12__q80,cfg_side_88_12,0.8,recent_1w,2026-06-19 04:20:00+00:00,2026-06-26 04:20:00+00:00,11,7.0,1.5714285714285714,0.14674711381172267,1260.2857192243391,0.7272727272727273,3.8266888472075227,127.7313652660212,-0.023051506776914366,13.029310895345384
cfg_side_88_12__q80,cfg_side_88_12,0.8,recent_1m,2026-05-27 04:20:00+00:00,2026-06-26 04:20:00+00:00,56,30.0,1.8666666666666667,0.2717894124625091,17.6373858531094,0.5714285714285714,1.5870560010875103,45.651504121592765,-0.10536880954648642,5.132723798533743
cfg_side_88_12__q80,cfg_side_88_12,0.8,recent_3m,2026-03-28 04:20:00+00:00,2026-06-26 04:20:00+00:00,139,90.0,1.5444444444444445,0.2034451713135268,1.1192069183166748,0.5035971223021583,1.2086761136790578,15.164607622103603,-0.13127549605370636,1.8666788923926818
cfg_side_88_12__q80,cfg_side_88_12,0.8,recent_6m,2025-12-25 04:20:00+00:00,2026-06-26 04:20:00+00:00,298,183.0,1.6284153005464481,0.18256823401707933,0.397186756037039,0.5100671140939598,1.0972604142133866,7.3291709336496025,-0.22648195613795719,0.9650484126614053
cfg_side_88_12__q80,cfg_side_88_12,0.8,full_year,2025-06-26 04:20:00+00:00,2026-06-26 04:20:00+00:00,634,365.0,1.736986301369863,0.5872222108774798,0.5872222108774798,0.5283911671924291,1.1237765202999321,8.997009828799191,-0.3316871894975223,1.221796840907467
cfg_side_88_12__q85,cfg_side_88_12,0.85,recent_1w,2026-06-19 04:20:00+00:00,2026-06-26 04:20:00+00:00,9,7.0,1.2857142857142858,0.06949438352572734,32.223913319097946,0.6666666666666666,2.0447383157600583,78.60554363553362,-0.04057123522479511,5.90100781324682
cfg_side_88_12__q85,cfg_side_88_12,0.85,recent_1m,2026-05-27 04:20:00+00:00,2026-06-26 04:20:00+00:00,46,30.0,1.5333333333333334,0.18241718516556538,6.680283525126791,0.6086956521739131,1.4757651501652154,39.2201451326529,-0.0970983716155005,3.916532991332682
cfg_side_88_12__q85,cfg_side_88_12,0.85,recent_3m,2026-03-28 04:20:00+00:00,2026-06-26 04:20:00+00:00,117,90.0,1.3,0.0860686792962273,0.3977233786956951,0.5042735042735043,1.1182298539780413,8.939552499237877,-0.10664890293617468,0.9962942445813538
cfg_side_88_12__q85,cfg_side_88_12,0.85,recent_6m,2025-12-25 04:20:00+00:00,2026-06-26 04:20:00+00:00,262,183.0,1.4316939890710383,0.1555455867068598,0.33423112492749674,0.5114503816793893,1.0957805370340807,7.303824710886047,-0.18587845503902733,0.8801782317840455
cfg_side_88_12__q85,cfg_side_88_12,0.85,full_year,2025-06-26 04:20:00+00:00,2026-06-26 04:20:00+00:00,565,365.0,1.547945205479452,0.522430694273784,0.522430694273784,0.5292035398230088,1.1257220823209095,9.186404751698774,-0.34860528380491007,1.1649811636852583
cfg_side_88_12__q90,cfg_side_88_12,0.9,recent_1w,2026-06-19 04:20:00+00:00,2026-06-26 04:20:00+00:00,8,7.0,1.1428571428571428,0.011725382423568353,0.8364572277708477,0.5,1.1745497150092081,18.306856395894762,-0.04138442440370926,1.2765158555188698
cfg_side_88_12__q90,cfg_side_88_12,0.9,recent_1m,2026-05-27 04:20:00+00:00,2026-06-26 04:20:00+00:00,39,30.0,1.3,0.11347916309870154,2.6979878614774724,0.5897435897435898,1.3590568291819205,30.170957700500754,-0.08266989303973615,2.852759119140071
