candidate_id,style_set,quantile,style,trades,days,trades_per_day,total_return_1x,annualized_1x,win_rate,profit_factor,avg_trade_bps,max_drawdown_1x,trade_sharpe
mean_revert_bb_vwap_rsi__q90,mean_revert_bb_vwap_rsi,0.9,trend_rsi_snapback,89,89.0,1.0,-0.07025251858266446,-0.2582441187702337,0.449438202247191,0.8878544303396975,-7.1671283090449664,-0.15154064796414557,-0.9541902482265986
mean_revert_bb_vwap_rsi__q95,mean_revert_bb_vwap_rsi,0.95,vwap_revert,141,141.0,1.0,0.6226722100816389,2.5011803176484664,0.5602836879432624,1.4346610616967708,37.229043346036015,-0.09236167860748112,2.9652886639032072
mean_revert_bb_vwap_rsi__q95,mean_revert_bb_vwap_rsi,0.95,bb_revert,22,22.0,1.0,0.2015841543105379,20.04721112938643,0.8636363636363636,3.5332234118649994,84.89128111778656,-0.04057123522479522,10.915133434414567
mean_revert_bb_vwap_rsi__q95,mean_revert_bb_vwap_rsi,0.95,trend_rsi_snapback,44,44.0,1.0,0.06385749396387852,0.6711310050537422,0.5,1.2528885513524364,15.336604803706999,-0.07435114505664098,1.8203708834448327
bb_vwap_only__q80,bb_vwap_only,0.8,bb_revert,131,131.0,1.0,0.7365033901256046,3.653701535374907,0.6793893129770993,1.7842754261391254,43.794959012370455,-0.10883123584986698,4.695501824668605
bb_vwap_only__q80,bb_vwap_only,0.8,vwap_revert,312,312.0,1.0,0.24133507355536943,0.28776946730382336,0.5480769230769231,1.1128205513161928,8.867695913031165,-0.17934863196854034,0.8592202510792014
bb_vwap_only__q85,bb_vwap_only,0.85,vwap_revert,260,260.0,1.0,0.987836718975583,1.6234972305727617,0.5884615384615385,1.403235830124002,28.430321680885715,-0.12112551530212667,2.727546573661286
bb_vwap_only__q85,bb_vwap_only,0.85,bb_revert,87,87.0,1.0,0.4805615097099907,4.1880904645397745,0.6896551724137931,1.7930994830501235,46.91526938481659,-0.06096564530830073,4.830830933099696
bb_vwap_only__q90,bb_vwap_only,0.9,vwap_revert,205,205.0,1.0,0.9037024329619547,2.146463697250925,0.6,1.4419536184550634,33.82097057548466,-0.13096308870987272,2.958966599471027
bb_vwap_only__q90,bb_vwap_only,0.9,bb_revert,42,42.0,1.0,0.2587975299438938,6.390336495950079,0.7619047619047619,2.1776756086573186,56.2828403279564,-0.09586109216411176,6.551733331472891
bb_vwap_only__q95,bb_vwap_only,0.95,vwap_revert,142,142.0,1.0,0.4426192482378537,1.5649988457571538,0.5492957746478874,1.3238209649729986,28.668301249281267,-0.1386335834937491,2.288074602748511
bb_vwap_only__q95,bb_vwap_only,0.95,bb_revert,23,23.0,1.0,0.16684985818603604,10.57440194714776,0.8260869565217391,2.3858965435163126,68.86337702347159,-0.04827717920193275,7.373594110098752
