segment,rank,cfg_name,trades,days,trades_per_day,total_return_1x,annualized_1x,win_rate,profit_factor,avg_trade_bps,max_drawdown_1x
2026_01,21,R2_relax_winrate_payoff_R00180,60,213.35763888888889,0.28121796019333734,0.14804407510516926,0.26640805738116935,0.5666666666666667,1.7893075988239353,23.507341402282094,-0.048883955229517384
2026_01,22,R1_relax_frequency_R01245,89,199.24652777777777,0.44668281546799576,0.14703466710136448,0.28569618781050954,0.7528089887640449,1.2504532788878142,17.112900801023052,-0.23989408297184156
2026_01,23,R2_relax_winrate_payoff_R03461,42,212.26041666666666,0.19787014771556166,0.14576699748088262,0.2636336247457238,0.5714285714285714,1.3935970352592013,35.048314799323194,-0.08247160032458445
2026_01,24,R2_relax_winrate_payoff_R00802,54,212.13888888888889,0.25455021605342415,0.1411675376644863,0.2550866914124412,0.5555555555555556,1.2671122793452774,28.106877150438212,-0.15089072328857567
2026_01,25,R2_relax_winrate_payoff_R00657,96,208.95138888888889,0.4594370035561169,0.13723002262202222,0.2518630812333573,0.3854166666666667,1.1974145259825444,15.46464243816565,-0.1221666846965398
2026_01,26,R2_relax_winrate_payoff_R02535,80,210.91319444444446,0.3793029649506939,0.13196278129618033,0.23925388095476285,0.175,1.3658465604570558,16.79750388107123,-0.05954133914782378
2026_01,27,R3_live_candidate_gate_R02851,85,212.88888888888889,0.3992693110647182,0.11579512839284889,0.20665746860185807,0.9294117647058824,1.713933511660497,13.294371339600314,-0.04373626399432262
2026_01,28,R1_relax_frequency_R01426,40,208.32986111111111,0.1920032000533342,0.11533919623151423,0.21076089767801753,0.6,1.3619067907676328,29.661240101187705,-0.11843055172020422
2026_01,29,R2_relax_winrate_payoff_R01360,66,205.31597222222223,0.32145575079061744,0.11475488175738469,0.2130341849083519,0.5,1.1701212549990905,21.37133875183954,-0.18551275264651335
2026_01,30,R1_relax_frequency_R02489,69,206.20486111111111,0.33461868759156044,0.10515860551397349,0.19361762403866178,0.8405797101449275,1.6705064356442012,14.848061502350642,-0.040725617724271856
2026_01,31,R1_relax_frequency_R00700,94,210.93055555555554,0.4456443010469481,0.094674019663477,0.16944421762127249,0.6808510638297872,1.1758974622060119,10.665306783551342,-0.1493552798073795
2026_01,32,R2_relax_winrate_payoff_R02105,64,209.64583333333334,0.3052767564344629,0.08951460497241293,0.16097782321581544,0.5625,1.2127476920708598,15.199629125296553,-0.13530131749732965
