name,slice,slice_start,slice_end,trades,trades_per_day,equity_multiple,annualized_multiple,total_return,max_dd,win_rate,profit_factor,avg_trade,avg_win,avg_loss_abs,payoff_ratio,worst_trade,best_trade,target_rate,stop_rate,time_rate,long_trades,short_trades,avg_bars_held
HYPE_1M_MA_PBS_C00090,train_first_60pct,2026-03-25 00:00:00+00:00,2026-05-19 21:50:24+00:00,1008,18.028975138615632,0.060428973632275354,1.091675711691228e-08,-0.9395710263677246,-0.9397855522856358,0.20932539682539683,0.1878170605300699,-0.0027706885581701476,0.003060884659250633,0.004314555495279038,0.7094322144192688,-0.015514253500000047,0.02052175550000017,0.002976190476190476,0.015873015873015872,0.9811507936507936,546,462,15.882936507936508
HYPE_1M_MA_PBS_C00090,val_next_20pct,2026-05-19 21:50:24+00:00,2026-06-07 13:07:12+00:00,495,26.560543730996244,0.2683251729325734,6.348083295545093e-12,-0.7316748270674266,-0.7317185002490065,0.3111111111111111,0.37881152286074715,-0.0026302557561539578,0.005155636002903003,0.006146464937663553,0.8387969434773687,-0.015514253500000047,0.020521755500000058,0.012121212121212121,0.07272727272727272,0.9151515151515152,260,235,15.452525252525252
HYPE_1M_MA_PBS_C00090,fwd_last_20pct,2026-06-07 13:07:12+00:00,2026-06-26 04:24:00+00:00,460,24.68252548739045,0.3215076705264758,2.196384001256501e-10,-0.6784923294735242,-0.6858175916252862,0.2891304347826087,0.3705983337084181,-0.0024439268006239746,0.0049770265632506985,0.005462235049539361,0.9111703392680657,-0.015514253500000047,0.020521755500000058,0.010869565217391304,0.03260869565217391,0.9565217391304348,239,221,15.747826086956522
HYPE_1M_MA_PBS_C00090,recent_30d,2026-05-27 04:24:00+00:00,2026-06-26 04:24:00+00:00,763,25.433333333333334,0.11526137070501817,3.767038173088351e-12,-0.8847386292949818,-0.8878246937374245,0.29357798165137616,0.34072077751561314,-0.00280566184298393,0.004939023295554944,0.006024232290168916,0.819859370896944,-0.015514253500000047,0.020521755500000058,0.010484927916120577,0.061598951507208385,0.927916120576671,392,371,15.53473132372215
HYPE_1M_MA_PBS_C00090,recent_14d,2026-06-12 04:24:00+00:00,2026-06-26 04:24:00+00:00,352,25.142857142857142,0.45170092159855824,9.892555961773819e-10,-0.5482990784014418,-0.5577917667462327,0.3039772727272727,0.39049217761486027,-0.0022368568192476738,0.004714440146943435,0.0052727293718290965,0.8941176029499135,-0.015514253500000047,0.020521755500000058,0.008522727272727272,0.02556818181818182,0.9659090909090909,183,169,15.792613636363637
HYPE_1M_MA_PBS_C00091,full,2026-03-25 00:00:00+00:00,2026-06-26 04:24:00+00:00,1349,14.476837774995529,0.025683813668120108,5.839215846735183e-07,-0.9743161863318799,-0.974631212027266,0.2742772424017791,0.315475817888994,-0.00269258601602389,0.0045243593476135035,0.005420134314844969,0.8347319613873652,-0.015514253500000047,0.02052175550000017,0.01111934766493699,0.04225352112676056,0.9466271312083024,711,638,15.659747961452927
HYPE_1M_MA_PBS_C00091,train_first_60pct,2026-03-25 00:00:00+00:00,2026-05-19 21:50:24+00:00,546,9.765694866750135,0.21485000814713276,4.3347116540661985e-05,-0.7851499918528673,-0.7858512682316067,0.23443223443223443,0.22360516377435735,-0.002800744380307897,0.0034407675732340296,0.004712020767995377,0.7302106129506357,-0.015514253500000047,0.02052175550000017,0.005494505494505495,0.02197802197802198,0.9725274725274725,293,253,15.822344322344323
HYPE_1M_MA_PBS_C00091,val_next_20pct,2026-05-19 21:50:24+00:00,2026-06-07 13:07:12+00:00,424,22.75084957968163,0.2987725268870167,5.217758369104511e-11,-0.7012274731129833,-0.7012761019713019,0.3113207547169811,0.3597573681715443,-0.002820232216482138,0.005090282706941711,0.006396218414742234,0.7958269053491739,-0.015514253500000047,0.020521755500000058,0.01650943396226415,0.07783018867924528,0.9056603773584906,220,204,15.367924528301886
HYPE_1M_MA_PBS_C00091,fwd_last_20pct,2026-06-07 13:07:12+00:00,2026-06-26 04:24:00+00:00,379,20.33625469504561,0.4001137496216422,1.59737926488203e-08,-0.5998862503783577,-0.6073946822387745,0.29023746701846964,0.3823559015141892,-0.0023939673988910013,0.00510615810842486,0.005460933219726483,0.9350339773392445,-0.015514253500000047,0.020521755500000058,0.013192612137203167,0.0316622691292876,0.9551451187335093,198,181,15.751978891820581
HYPE_1M_MA_PBS_C00091,recent_30d,2026-05-27 04:24:00+00:00,2026-06-26 04:24:00+00:00,635,21.166666666666668,0.16970543334157026,4.183557286748543e-10,-0.8302945666584297,-0.8346017066984807,0.2992125984251969,0.353317935500316,-0.0027663582757490447,0.005051302973617802,0.006104236112557362,0.8275077963033717,-0.015514253500000047,0.020521755500000058,0.014173228346456693,0.06299212598425197,0.9228346456692913,321,314,15.530708661417323
HYPE_1M_MA_PBS_C00091,recent_14d,2026-06-12 04:24:00+00:00,2026-06-26 04:24:00+00:00,291,20.785714285714285,0.5234955331614487,4.6413084654692134e-08,-0.4765044668385513,-0.48958218282563504,0.29896907216494845,0.39734098693965986,-0.002203421055751186,0.004859179492672409,0.005215412466108307,0.9316961073067886,-0.015514253500000047,0.020521755500000058,0.010309278350515464,0.020618556701030927,0.9690721649484536,154,137,15.876288659793815
HYPE_1M_MA_PBS_C00092,full,2026-03-25 00:00:00+00:00,2026-06-26 04:24:00+00:00,690,7.404757646217134,0.1450481701102426,0.0005168755471836867,-0.8549518298897574,-0.8563124393238796,0.30144927536231886,0.3470485470334412,-0.00277222401019594,0.004887912403429908,0.0060778430434618655,0.8042182676448012,-0.015514253500000047,0.020521755500000058,0.011594202898550725,0.057971014492753624,0.9304347826086956,360,330,15.57391304347826
HYPE_1M_MA_PBS_C00092,train_first_60pct,2026-03-25 00:00:00+00:00,2026-05-19 21:50:24+00:00,166,2.9690574137005905,0.6708945704329642,0.07371629340557087,-0.3291054295670358,-0.3299170177168883,0.3072289156626506,0.3224705574314356,-0.0023867037481278487,0.00369741605640631,0.005084878617964737,0.7271394922473549,-0.015514253500000047,0.02047825550000009,0.006024096385542169,0.024096385542168676,0.9698795180722891,93,73,15.765060240963855
HYPE_1M_MA_PBS_C00092,val_next_20pct,2026-05-19 21:50:24+00:00,2026-06-07 13:07:12+00:00,306,16.41924521552495,0.3911201150457912,1.023071725258175e-08,-0.6088798849542087,-0.608943544504363,0.2908496732026144,0.33783642453926077,-0.0030383477704892035,0.005329789864528534,0.006470441086233805,0.8237135294946021,-0.015514253500000047,0.020521755500000058,0.016339869281045753,0.08496732026143791,0.8986928104575164,157,149,15.379084967320262
HYPE_1M_MA_PBS_C00092,fwd_last_20pct,2026-06-07 13:07:12+00:00,2026-06-26 04:24:00+00:00,218,11.697370774458951,0.5527742768403511,9.001883357689314e-06,-0.4472257231596489,-0.4649949883611564,0.3119266055045872,0.3760775967248629,-0.0026922354453040344,0.005202445045494989,0.006271157267799592,0.8295829339519035,-0.015514253500000047,0.020521755500000058,0.009174311926605505,0.045871559633027525,0.944954128440367,110,108,15.70183486238532
HYPE_1M_MA_PBS_C00092,recent_30d,2026-05-27 04:24:00+00:00,2026-06-26 04:24:00+00:00,405,13.5,0.2910497852400729,2.9771565530560415e-07,-0.7089502147599271,-0.7116803773210673,0.2962962962962963,0.3447425568850036,-0.0030178247520791976,0.0053585924641609516,0.006544737264180313,0.8187635726018837,-0.015514253500000047,0.020521755500000058,0.012345679012345678,0.07901234567901234,0.908641975308642,196,209,15.481481481481481
