label,trade_no,signal_ts,entry_ts,exit_ts,reason,bars_held,entry_price,exit_price,net_ret_1x,net_ret_3x,mae_1x,mfe_1x,trigger_atr,lock_atr,trail_atr,max_hold_bars
trigger2.5_lock1.5_trail2_max144,49,2026-01-24 03:55:00+00:00,2026-01-24 04:00:00+00:00,2026-01-24 09:10:00+00:00,trail_stop,63,23.117778789000003,23.316296734857143,0.007754357928020378,0.023263073784061134,-0.014030968996542674,0.01640387748586125,2.5,1.5,2.0,144.0
trigger2.5_lock1.5_trail2_max144,50,2026-01-26 19:20:00+00:00,2026-01-26 19:25:00+00:00,2026-01-26 22:20:00+00:00,trail_stop,36,24.274018104000003,24.702233954285713,0.016804275734547118,0.050412827203641354,-0.01368061928374033,0.0298665796858959,2.5,1.5,2.0,144.0
trigger2.5_lock1.5_trail2_max144,51,2026-01-26 22:55:00+00:00,2026-01-26 23:00:00+00:00,2026-01-27 03:55:00+00:00,trail_stop,60,25.105909767000004,26.077168269714285,0.03784108480024986,0.11352325440074959,-0.011922301132794482,0.05357663775116506,2.5,1.5,2.0,144.0
trigger2.5_lock1.5_trail2_max144,52,2026-01-27 04:45:00+00:00,2026-01-27 04:50:00+00:00,2026-01-27 05:40:00+00:00,trail_stop,11,26.634548238000004,27.026133016,0.013866718003548169,0.041600154010644506,-0.0015991468789556967,0.029114507784053334,2.5,1.5,2.0,144.0
trigger2.5_lock1.5_trail2_max144,53,2026-01-27 05:40:00+00:00,2026-01-27 05:45:00+00:00,2026-01-27 06:45:00+00:00,trail_stop,13,26.939875503000003,27.21727325241851,0.009463327887072867,0.0283899836612186,-0.006274952052852682,0.019047025549277397,2.5,1.5,2.0,144.0
trigger2.5_lock1.5_trail2_max144,54,2026-01-27 07:45:00+00:00,2026-01-27 07:50:00+00:00,2026-01-27 12:35:00+00:00,trail_gap_open,58,27.647634114000002,27.913367184,0.0087781135762648,0.0263343407287944,-0.0167500233942285,0.023595721909154488,2.5,1.5,2.0,144.0
trigger2.5_lock1.5_trail2_max144,55,2026-01-27 13:35:00+00:00,2026-01-27 13:40:00+00:00,2026-01-27 16:10:00+00:00,trail_stop,31,27.600583683000004,28.010107002285718,0.014002012487329718,0.04200603746198915,-0.016920967417759183,0.027007266424554643,2.5,1.5,2.0,144.0
trigger2.5_lock1.5_trail2_max144,56,2026-01-27 18:00:00+00:00,2026-01-27 18:05:00+00:00,2026-01-28 01:05:00+00:00,trail_gap_open,85,28.031045073000005,32.005447208,0.1408976124195267,0.4226928372585801,-0.008942530049901325,0.17466187629643048,2.5,1.5,2.0,144.0
trigger2.5_lock1.5_trail2_max144,57,2026-01-28 01:35:00+00:00,2026-01-28 01:40:00+00:00,2026-01-28 02:55:00+00:00,trail_stop,16,31.916209386000006,32.89954032914286,0.02996766777133472,0.08990300331400417,-0.0015491752991244761,0.05560781333821252,2.5,1.5,2.0,144.0
trigger2.5_lock1.5_trail2_max144,58,2026-01-28 02:55:00+00:00,2026-01-28 03:00:00+00:00,2026-01-28 03:40:00+00:00,trail_stop,9,32.89125448800001,33.49613084689913,0.017553239840109525,0.05265971952032858,-0.008236025743605395,0.03127717467800806,2.5,1.5,2.0,144.0
