label,reason_counts,trades,total_return,max_dd,avg_trade,win_rate,profit_factor,payoff_ratio,worst_trade,best_trade,trigger_atr,lock_atr,trail_atr,max_hold_bars
trigger2.5_lock2.5_trail1_max36,"{""stop_market"": 2, ""time_open_untriggered"": 68, ""trail_gap_open"": 59, ""trail_stop"": 28}",157.0,3.4085772166512323,-0.26996727416760535,0.01059380801520328,0.6305732484076433,1.7103929944119143,1.0020484209685963,-0.14810811847370753,0.09571905119296426,2.5,2.5,1.0,36.0
trigger2.5_lock2.5_trail1_max72,"{""stop_market"": 7, ""time_open_triggered"": 1, ""time_open_untriggered"": 35, ""trail_gap_open"": 59, ""trail_stop"": 28}",130.0,2.6181683014694297,-0.4429941235240661,0.011773030342173453,0.7307692307692307,1.5973095873624366,0.5884824795545819,-0.18502896178922504,0.09571905119296426,2.5,2.5,1.0,72.0
trigger2.5_lock2.5_trail1_max144,"{""stop_market"": 14, ""time_open_untriggered"": 16, ""trail_gap_open"": 63, ""trail_stop"": 29}",122.0,1.8757362052403748,-0.4386432691666695,0.011504707208842306,0.7786885245901639,1.4911005744878307,0.4237864790649624,-0.3111942578158864,0.09571905119296426,2.5,2.5,1.0,144.0
trigger2.5_lock2.5_trail1.5_max36,"{""stop_market"": 2, ""time_open_untriggered"": 68, ""trail_gap_open"": 59, ""trail_stop"": 28}",157.0,3.2978444005601775,-0.27429271753691054,0.01042460508327037,0.6305732484076433,1.699046689352714,0.9954010907318931,-0.14810811847370753,0.0972104094722819,2.5,2.5,1.5,36.0
trigger2.5_lock2.5_trail1.5_max72,"{""stop_market"": 7, ""time_open_triggered"": 1, ""time_open_untriggered"": 35, ""trail_gap_open"": 59, ""trail_stop"": 28}",130.0,2.5454364601516066,-0.4385655156035465,0.011609881798757857,0.7307692307692307,1.5890321782065915,0.5854329077603232,-0.18502896178922504,0.0972104094722819,2.5,2.5,1.5,72.0
trigger2.5_lock2.5_trail1.5_max144,"{""stop_market"": 14, ""time_open_untriggered"": 16, ""trail_gap_open"": 63, ""trail_stop"": 28}",121.0,1.8885153593727866,-0.4386432691666695,0.01167801306167035,0.7768595041322314,1.4944124154203609,0.4292461193228696,-0.3111942578158864,0.13916504074876848,2.5,2.5,1.5,144.0
trigger2.5_lock2.5_trail2_max36,"{""stop_market"": 2, ""time_open_untriggered"": 68, ""trail_gap_open"": 56, ""trail_stop"": 28}",154.0,3.2101119127655426,-0.31018942762987256,0.01066475211163545,0.6168831168831169,1.6941092893274887,1.0521310323191773,-0.14810811847370753,0.28535406805761865,2.5,2.5,2.0,36.0
trigger2.5_lock2.5_trail2_max72,"{""stop_market"": 8, ""time_open_triggered"": 1, ""time_open_untriggered"": 34, ""trail_gap_open"": 56, ""trail_stop"": 29}",128.0,2.2739384497939725,-0.5119572989188412,0.011430142887484167,0.71875,1.5465742768795725,0.6051812387789631,-0.18502896178922504,0.28535406805761865,2.5,2.5,2.0,72.0
trigger2.5_lock2.5_trail2_max144,"{""stop_market"": 15, ""time_open_untriggered"": 16, ""trail_gap_open"": 60, ""trail_stop"": 29}",120.0,1.6116727487838638,-0.4386432691666695,0.01119876868743566,0.7666666666666667,1.4520974119498549,0.44194269059343405,-0.3111942578158864,0.28535406805761865,2.5,2.5,2.0,144.0
trigger2.5_lock2.5_trail2.5_max36,"{""stop_market"": 2, ""time_open_untriggered"": 68, ""trail_gap_open"": 55, ""trail_stop"": 29}",154.0,3.643212226274213,-0.27695078064457634,0.011294345737767296,0.6233766233766234,1.7551510879990284,1.0604037823327463,-0.14810811847370753,0.27123049844998104,2.5,2.5,2.5,36.0
trigger2.5_lock2.5_trail2.5_max72,"{""stop_market"": 7, ""time_open_triggered"": 1, ""time_open_untriggered"": 35, ""trail_gap_open"": 54, ""trail_stop"": 30}",127.0,2.5511817818386198,-0.43978950462899924,0.012069661193459966,0.7244094488188977,1.5982279089561788,0.608021487102894,-0.18502896178922504,0.27123049844998104,2.5,2.5,2.5,72.0
trigger2.5_lock2.5_trail2.5_max144,"{""stop_market"": 14, ""time_open_untriggered"": 17, ""trail_gap_open"": 59, ""trail_stop"": 29}",119.0,1.7087260521353889,-0.4386432691666696,0.011503224447881313,0.7647058823529411,1.4731067750718385,0.4532636230990273,-0.3111942578158864,0.27123049844998104,2.5,2.5,2.5,144.0
trigger2.5_lock2.5_trail3_max36,"{""stop_market"": 2, ""time_open_untriggered"": 68, ""trail_gap_open"": 55, ""trail_stop"": 29}",154.0,3.494353011916263,-0.2824803263478499,0.01107466752623271,0.6233766233766234,1.7404631862558313,1.0515298416962313,-0.14810811847370753,0.27870290660188823,2.5,2.5,3.0,36.0
trigger2.5_lock2.5_trail3_max72,"{""stop_market"": 7, ""time_open_triggered"": 1, ""time_open_untriggered"": 35, ""trail_gap_open"": 54, ""trail_stop"": 30}",127.0,2.434285944905729,-0.4446460893003755,0.011799377196051088,0.7244094488188977,1.5848313911913017,0.6029249857792995,-0.18502896178922504,0.27870290660188823,2.5,2.5,3.0,72.0
trigger2.5_lock2.5_trail3_max144,"{""stop_market"": 14, ""time_open_untriggered"": 17, ""trail_gap_open"": 59, ""trail_stop"": 29}",119.0,1.6302081837989677,-0.4386432691666696,0.011245952298555484,0.7647058823529411,1.462525637805951,0.4500078885556772,-0.3111942578158864,0.27870290660188823,2.5,2.5,3.0,144.0
trigger2.5_lock2.5_trail4_max36,"{""stop_market"": 2, ""time_open_triggered"": 2, ""time_open_untriggered"": 68, ""trail_gap_open"": 54, ""trail_stop"": 26}",152.0,3.0352658200010643,-0.2882379745877437,0.01060032652077399,0.618421052631579,1.675951342658128,1.0340976369592705,-0.14810811847370753,0.30416467679438813,2.5,2.5,4.0,36.0
trigger2.5_lock2.5_trail4_max72,"{""stop_market"": 8, ""time_open_triggered"": 1, ""time_open_untriggered"": 34, ""trail_gap_open"": 54, ""trail_stop"": 29}",126.0,2.231318271072862,-0.4552522102563614,0.011521757602842748,0.7222222222222222,1.5522366979659519,0.5970141146022891,-0.18502896178922504,0.2504557673866137,2.5,2.5,4.0,72.0
trigger2.5_lock2.5_trail4_max144,"{""stop_market"": 15, ""time_open_untriggered"": 16, ""trail_gap_open"": 59, ""trail_stop"": 28}",118.0,1.9664392329061147,-0.3651757632212429,0.012139516543273889,0.7627118644067796,1.5058359155886123,0.4684822848497905,-0.19331288355923987,0.2504557673866137,2.5,2.5,4.0,144.0
