label,slice,slice_start,slice_end,trades,total_return,max_dd,avg_trade,win_rate,profit_factor,payoff_ratio,worst_trade,best_trade
short_pullback_buffer_0p02,val,2026-03-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,61.0,0.6284304479589045,-0.27245730872940876,0.008945539043200522,0.6557377049180327,1.587417550927488,0.8333942142369312,-0.11204445569580701,0.06358998082207908
short_pullback_buffer_0p02,oos,2026-06-01 00:00:00+00:00,2026-06-26 04:20:00+00:00,28.0,0.13737183148959775,-0.10971832185794617,0.005747619145887673,0.6428571428571429,1.2973430448871308,0.7207461360484061,-0.0830632881996373,0.07293299563755279
short_require_candle_True,is,2025-05-30 10:30:00+00:00,2026-03-01 00:00:00+00:00,131.0,3.166704876363335,-0.3344492048211428,0.012232235763818853,0.6335877862595419,1.7668099268466,1.0217695962486362,-0.14810811847370753,0.18601580928759737
short_require_candle_True,val,2026-03-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,50.0,0.7493497708709673,-0.21228621539536707,0.012107494498484693,0.68,1.9182340626275913,0.9026983824129842,-0.11204445569580701,0.06358998082207908
short_require_candle_True,oos,2026-06-01 00:00:00+00:00,2026-06-26 04:20:00+00:00,13.0,0.1877412657319999,-0.05757499094154772,0.01398762286482843,0.6923076923076923,2.270643292075749,1.0091747964781108,-0.05757499094154777,0.06704697622252558
short_htf_threshold_0p0,is,2025-05-30 10:30:00+00:00,2026-03-01 00:00:00+00:00,133.0,3.3684016325030486,-0.229184309488755,0.012489253868716436,0.6390977443609023,1.7679960345574248,0.9983977606912516,-0.14810811847370753,0.21472617537964928
short_htf_threshold_0p0,val,2026-03-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,49.0,0.7070600852342437,-0.21228621539536707,0.0118490065914016,0.673469387755102,1.8806576978125238,0.9118340353030419,-0.11204445569580701,0.06358998082207908
short_htf_threshold_0p0,oos,2026-06-01 00:00:00+00:00,2026-06-26 04:20:00+00:00,14.0,0.14932530127886356,-0.06590432901252963,0.01076876451127087,0.6428571428571429,1.808656328011232,1.0048090711173512,-0.05757499094154777,0.07929874322881589
short_htf_threshold_0p5,is,2025-05-30 10:30:00+00:00,2026-03-01 00:00:00+00:00,126.0,4.057048633566481,-0.18539997889274984,0.014287951152245107,0.6507936507936508,1.924045774114533,1.0324148056224323,-0.14810811847370753,0.21472617537964928
short_htf_threshold_0p5,val,2026-03-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,49.0,0.7070600852342437,-0.21228621539536707,0.0118490065914016,0.673469387755102,1.8806576978125238,0.9118340353030419,-0.11204445569580701,0.06358998082207908
short_htf_threshold_0p5,oos,2026-06-01 00:00:00+00:00,2026-06-26 04:20:00+00:00,13.0,0.20137883706275872,-0.05757499094154772,0.014930066480696912,0.6923076923076923,2.3562553842972247,1.047224615243211,-0.05757499094154777,0.07929874322881589
short_htf_threshold_1p0,is,2025-05-30 10:30:00+00:00,2026-03-01 00:00:00+00:00,111.0,3.090091521639274,-0.22032888750169843,0.014158565495069083,0.6396396396396397,1.9078114793272383,1.0748233686350637,-0.14810811847370753,0.21472617537964928
short_htf_threshold_1p0,val,2026-03-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,48.0,0.668615238658661,-0.21228621539536707,0.011615861501219737,0.6666666666666666,1.8457106059869417,0.9228553029934708,-0.11204445569580701,0.06358998082207908
short_htf_threshold_1p0,oos,2026-06-01 00:00:00+00:00,2026-06-26 04:20:00+00:00,13.0,0.20137883706275872,-0.05757499094154772,0.014930066480696912,0.6923076923076923,2.3562553842972247,1.047224615243211,-0.05757499094154777,0.07929874322881589
short_quality_window_24,is,2025-05-30 10:30:00+00:00,2026-03-01 00:00:00+00:00,103.0,2.4578829831525284,-0.22725481627062027,0.013523336186619177,0.6213592233009708,1.8582447643200668,1.1323679032575407,-0.14810811847370753,0.21472617537964928
short_quality_window_24,val,2026-03-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,48.0,0.668615238658661,-0.21228621539536707,0.011615861501219737,0.6666666666666666,1.8457106059869417,0.9228553029934708,-0.11204445569580701,0.06358998082207908
short_quality_window_24,oos,2026-06-01 00:00:00+00:00,2026-06-26 04:20:00+00:00,10.0,0.025192732174394994,-0.05757499094154772,0.003078102813932115,0.6,1.2150896453044202,0.8100597635362802,-0.05757499094154777,0.03844134457153187
short_quality_window_96,is,2025-05-30 10:30:00+00:00,2026-03-01 00:00:00+00:00,303.0,0.20337228148428377,-0.5368074424434159,0.0016099380044481066,0.570957095709571,1.0881253804322177,0.8176664708450191,-0.14810811847370753,0.21472617537964928
short_quality_window_96,val,2026-03-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,66.0,0.2415853218599595,-0.24441079503159013,0.0040986845631815925,0.5757575757575758,1.255469549962415,0.9250828262880954,-0.11204445569580701,0.06358998082207908
