ts,outer_break_mid_exit_k1,outer_break_mid_exit_k2,compression_expansion_break_k1,compression_expansion_break_k2,trend_pullback_mid_reclaim_k1,trend_pullback_mid_reclaim_k2
2026-01-26 19:00:00+00:00,0.059261947383167604,0.052938616250516865,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-26 19:15:00+00:00,0.05857921165217379,0.052328729359188295,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-26 19:30:00+00:00,0.0587298508526066,0.052463295150157595,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-26 19:45:00+00:00,0.058596219303835566,0.05234392227107193,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-26 20:00:00+00:00,0.0584718123408762,0.052232789701829554,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-26 20:15:00+00:00,0.0586929007575056,0.05243028768092402,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-26 20:30:00+00:00,0.05837220107624097,0.05214380709586391,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-26 20:45:00+00:00,0.05846695325479643,0.0522284490869044,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-26 21:00:00+00:00,0.05879737110822058,0.0525236109018148,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-26 21:15:00+00:00,0.05936102509347355,0.053027122233132565,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-26 21:30:00+00:00,0.05996598131040454,0.05356752879131412,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-26 21:45:00+00:00,0.06025995601823045,0.05383013599428589,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-26 22:00:00+00:00,0.06040572860062346,0.05396035444204048,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-26 22:15:00+00:00,0.06006316303199989,0.0536543410898172,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-26 22:30:00+00:00,0.06100582573147469,0.054496420385296895,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-26 22:45:00+00:00,0.060928080354198416,0.054426970546494445,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-26 23:00:00+00:00,0.06110300745307003,0.054583232683799957,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-26 23:15:00+00:00,0.06069970330844938,0.05422296164501226,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-26 23:30:00+00:00,0.06050776940829858,0.05405150735546871,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-26 23:45:00+00:00,0.06057093752733555,0.0541079353494957,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 00:00:00+00:00,0.06079870402891867,0.05431139885271255,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 00:15:00+00:00,0.06095904585205894,0.05445463198322797,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 00:30:00+00:00,0.06118498205739297,0.05465646048531788,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 00:45:00+00:00,0.06150566570367354,0.054942926746348736,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 01:00:00+00:00,0.0612335704886476,0.05469986446426195,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 01:15:00+00:00,0.06155182471336543,0.054984160526345596,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 01:30:00+00:00,0.06182149050682862,0.055225052609485174,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 01:45:00+00:00,0.062032850182786266,0.055413859917891876,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 02:00:00+00:00,0.06213002704529553,0.055500667875780015,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 02:15:00+00:00,0.0621203093590446,0.055491987079991194,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 02:30:00+00:00,0.06278597086723303,0.05608662159152493,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 02:45:00+00:00,0.06282727103379947,0.056123514973627386,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 03:00:00+00:00,0.06300704822944159,0.05628410969572043,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 03:15:00+00:00,0.06378203370795295,0.05697640315987833,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 03:30:00+00:00,0.06401525817797517,0.05718474225880985,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 03:45:00+00:00,0.0633787497285395,0.05661615013464256,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 04:00:00+00:00,0.06459751873715472,0.05770487481707562,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 04:15:00+00:00,0.06444933143156387,0.057572499300403,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 04:30:00+00:00,0.06473113024219565,0.0578242297911247,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 04:45:00+00:00,0.0653700361663005,0.05839496357612304,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 05:00:00+00:00,0.06503965135383563,0.058099831276656216,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 05:15:00+00:00,0.06526314696226775,0.05829947959688377,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 05:30:00+00:00,0.06537489476648381,0.05839930375699756,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 05:45:00+00:00,0.06516111635841831,0.05820833579851903,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 06:00:00+00:00,0.06633689760277854,0.059258659570150946,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 06:15:00+00:00,0.06608182109315494,0.05903080007423907,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 06:30:00+00:00,0.06636847850397003,0.059286870745835274,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 06:45:00+00:00,0.0658801891855477,0.05885068256794681,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 07:00:00+00:00,0.06623243769883742,0.05916534568134893,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 07:15:00+00:00,0.06670129261652653,0.059584173135739354,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 07:30:00+00:00,0.0672551730374235,0.06007895375543373,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 07:45:00+00:00,0.06659440341249379,0.05948868915650009,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 08:00:00+00:00,0.06664937397936273,0.059537794288427884,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 08:15:00+00:00,0.06713278052606583,0.059969620693041986,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 08:30:00+00:00,0.06795870125912641,0.060707414550171604,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 08:45:00+00:00,0.06760647035826234,0.06039276716992515,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 09:00:00+00:00,0.06670038673052234,0.0595833639090153,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 09:15:00+00:00,0.06676840373206852,0.05964412340313187,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 09:30:00+00:00,0.06725666863602493,0.06008028977161144,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 09:45:00+00:00,0.06696030884357378,0.05981555197581787,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 10:00:00+00:00,0.06734897742383758,0.06016274908505534,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 10:15:00+00:00,0.06724695192151832,0.0600716098438805,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 10:30:00+00:00,0.06674654112442867,0.05962459356573725,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 10:45:00+00:00,0.06614167564639313,0.059084268064486446,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 11:00:00+00:00,0.06680969976872154,0.05968101309598834,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 11:15:00+00:00,0.06683884991224133,0.05970705287918115,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 11:30:00+00:00,0.067290677136798,0.0601106695186697,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 11:45:00+00:00,0.06734168988795763,0.06015623913925713,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 12:00:00+00:00,0.06716343068738757,0.05999700044007826,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 12:15:00+00:00,0.06795773238123119,0.06070654905287774,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 12:30:00+00:00,0.06706141028634345,0.059905865755865484,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 12:45:00+00:00,0.06713185294420726,0.059968792085440974,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 13:00:00+00:00,0.06677478154055279,0.05964982069069625,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 13:15:00+00:00,0.06647600750892355,0.05938292625835884,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 13:30:00+00:00,0.06696667705680247,0.05982124069195362,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 13:45:00+00:00,0.06633998030753137,0.059261413346075126,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 14:00:00+00:00,0.0668743728844292,0.05973878550147538,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 14:15:00+00:00,0.0667626362547142,0.05963897132352805,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 14:30:00+00:00,0.06633269313602821,0.05925490372577421,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 14:45:00+00:00,0.06646872033742039,0.059376416638057906,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 15:00:00+00:00,0.06728974166010888,0.06010983385862739,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 15:15:00+00:00,0.0667772105977205,0.05965199056412987,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 15:30:00+00:00,0.06729945788877975,0.060118513352361944,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 15:45:00+00:00,0.06838524644274946,0.06108844677719793,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 16:00:00+00:00,0.06786932174459205,0.06062757195252627,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 16:15:00+00:00,0.06792518726603382,0.06067747654614549,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 16:30:00+00:00,0.06830410123755183,0.061015959876780164,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 16:45:00+00:00,0.06921495213062398,0.06182962172926736,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 17:00:00+00:00,0.06784746132315833,0.06060804406806659,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 17:15:00+00:00,0.0669536129800902,0.05980957057015915,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 17:30:00+00:00,0.06687345810149985,0.059737968327140276,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 17:45:00+00:00,0.06746854735164032,0.060269560737431914,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 18:00:00+00:00,0.06802477363034304,0.06076643690868409,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 18:15:00+00:00,0.06796890810890129,0.06071653231506488,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 18:30:00+00:00,0.06826038039468438,0.060976904107860795,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 18:45:00+00:00,0.06889190368054773,0.06154104299225192,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 19:00:00+00:00,0.06939712230923843,0.06199235409976483,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 19:15:00+00:00,0.07008208218082869,0.0626042278128352,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 19:30:00+00:00,0.07036383872375235,0.06285592054587125,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 19:45:00+00:00,0.06993148816650743,0.062469702386557316,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 20:00:00+00:00,0.07071248384548526,0.06316736475454192,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 20:15:00+00:00,0.07108413064663806,0.06349935633186475,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 20:30:00+00:00,0.0714922134086882,0.06386389610304276,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 20:45:00+00:00,0.07228408829219025,0.06457127684949533,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 21:00:00+00:00,0.0719172996191571,0.0642436250313532,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 21:15:00+00:00,0.07201689124560982,0.06433259009455736,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 21:30:00+00:00,0.07236181834210458,0.06464071299638638,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 21:45:00+00:00,0.07235696021398494,0.0646363732372057,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 22:00:00+00:00,0.0723108079968483,0.06459514552498913,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 22:15:00+00:00,0.07259015036372787,0.06484468167787884,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 22:30:00+00:00,0.07344275184872548,0.06560630941409004,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 22:45:00+00:00,0.07406945037615963,0.06616613834839913,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 23:00:00+00:00,0.07456012131624373,0.0666044540256489,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 23:15:00+00:00,0.07436579619145794,0.06643086365842127,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 23:30:00+00:00,0.07418118732291146,0.06626595280955504,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-27 23:45:00+00:00,0.07481517304252507,0.06683229138263516,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 00:00:00+00:00,0.07504154054863083,0.06703450516511243,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 00:15:00+00:00,0.07534034629442174,0.06730142792766694,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 00:30:00+00:00,0.07526260821421597,0.06723198460732756,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 00:45:00+00:00,0.07646268982739252,0.0683040158650668,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 01:00:00+00:00,0.07772836294574267,0.0694346399243424,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 01:15:00+00:00,0.07771621637071052,0.06942378940553938,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 01:30:00+00:00,0.07807089636164935,0.06974062455458782,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 01:45:00+00:00,0.07990988782151706,0.07138339310136639,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 02:00:00+00:00,0.0791495122245044,0.0707041506242968,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 02:15:00+00:00,0.08111725737971291,0.07246193467038747,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 02:30:00+00:00,0.08131889052524661,0.07264205328251774,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 02:45:00+00:00,0.07981271522125986,0.07129658895094217,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 03:00:00+00:00,0.07952848536550754,0.0710426868109513,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 03:15:00+00:00,0.08096663984931425,0.07232738823722992,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 03:30:00+00:00,0.08207197817724002,0.07331478544830555,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 03:45:00+00:00,0.08148408394568389,0.07278962033823896,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 04:00:00+00:00,0.08116421458119821,0.07250388147401775,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 04:15:00+00:00,0.08165491167641556,0.07294222051561212,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 04:30:00+00:00,0.08266302699579776,0.07384276854661051,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 04:45:00+00:00,0.0826095847379028,0.0737950286509913,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 05:00:00+00:00,0.08134640409674924,0.07266663111817409,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 05:15:00+00:00,0.08028970490655347,0.07172268318206737,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 05:30:00+00:00,0.08037958506755863,0.07180297300651782,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 05:45:00+00:00,0.07962896426348853,0.07113244447259374,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 06:00:00+00:00,0.0798257289402836,0.07130821408828257,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 06:15:00+00:00,0.08036986829339592,0.07179429302549616,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 06:30:00+00:00,0.08121522764555253,0.07254945137438153,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 06:45:00+00:00,0.08220876780369063,0.07343697943384739,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 07:00:00+00:00,0.08152859361230023,0.0728293807623304,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 07:15:00+00:00,0.08179580490177503,0.07306808024042635,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 07:30:00+00:00,0.08132211216134244,0.07264493116561989,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 07:45:00+00:00,0.08139741716110353,0.07271220101853784,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 08:00:00+00:00,0.08386128452454443,0.07491317035223237,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 08:15:00+00:00,0.08190831057141808,0.07316858140068576,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 08:30:00+00:00,0.08138120192984045,0.07269771597470863,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 08:45:00+00:00,0.08198604087801017,0.07323801777686671,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 09:00:00+00:00,0.08169455222828982,0.07297763136618811,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 09:15:00+00:00,0.08248642972669676,0.07368501444853162,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 09:30:00+00:00,0.0832588746484557,0.07437503843682992,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 09:45:00+00:00,0.08412119523721173,0.07514534823508744,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 10:00:00+00:00,0.0842523651295859,0.0752625221198928,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 10:15:00+00:00,0.08347506206366496,0.07456815835808321,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 10:30:00+00:00,0.08420378368796584,0.0752191243847797,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 10:45:00+00:00,0.08360866102812013,0.07468750212964424,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 11:00:00+00:00,0.08304511630532746,0.07418408840233229,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 11:15:00+00:00,0.08344348412661193,0.0745399498302597,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 11:30:00+00:00,0.08311070125151454,0.07424267534473498,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 11:45:00+00:00,0.08235525983432264,0.07356784056372628,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 12:00:00+00:00,0.08226127089811716,0.07348388037602936,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 12:15:00+00:00,0.08142571188229196,0.07273747665413625,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 12:30:00+00:00,0.08121925107896305,0.07255304550192429,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 12:45:00+00:00,0.08156901996930849,0.07286549357155396,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 13:00:00+00:00,0.08248716330646526,0.07368566975433186,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 13:15:00+00:00,0.08364334380510711,0.07471848420671884,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 13:30:00+00:00,0.08349274886620839,0.07458395795451718,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 13:45:00+00:00,0.08348546201432619,0.07457744861973323,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 14:00:00+00:00,0.08236328682446792,0.07357501106300468,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 14:15:00+00:00,0.08201594688474988,0.07326473277163632,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 14:30:00+00:00,0.08168075169816884,0.07296530337157456,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 14:45:00+00:00,0.08174633336510861,0.07302388738463013,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 15:00:00+00:00,0.08033754200121727,0.07176541599306616,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 15:15:00+00:00,0.08021782492422808,0.07241417969319999,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 15:30:00+00:00,0.08021782492422808,0.07231282880730139,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 15:45:00+00:00,0.08021782492422808,0.07231282880730139,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 16:00:00+00:00,0.08021782492422808,0.07231282880730139,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 16:15:00+00:00,0.08021782492422808,0.07231282880730139,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 16:30:00+00:00,0.08021782492422808,0.07231282880730139,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 16:45:00+00:00,0.08021782492422808,0.07231282880730139,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 17:00:00+00:00,0.08021782492422808,0.07231282880730139,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 17:15:00+00:00,0.08021782492422808,0.07231282880730139,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 17:30:00+00:00,0.08021782492422808,0.07231282880730139,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 17:45:00+00:00,0.08021782492422808,0.07231282880730139,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 18:00:00+00:00,0.08021782492422808,0.07231282880730139,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 18:15:00+00:00,0.08021782492422808,0.07231282880730139,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 18:30:00+00:00,0.08021782492422808,0.07231282880730139,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 18:45:00+00:00,0.08021782492422808,0.07231282880730139,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 19:00:00+00:00,0.08021782492422808,0.07231282880730139,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 19:15:00+00:00,0.08021782492422808,0.07231282880730139,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
2026-01-28 19:30:00+00:00,0.08021782492422808,0.07231282880730139,0.40661853809794707,0.42676309429288306,0.4328273431227627,0.3545318374150706
