year,strategy,label,cost_bps_one_way,observations,start_ts,end_ts,gross_return,net_return,max_drawdown,turnover,average_abs_position,partial_year
1993,tsmom_12m,12M,0.0,251,1993-01-04T00:00:00+00:00,1993-12-30T00:00:00+00:00,-0.006750687687601009,-0.006750687687601009,-0.11687489656555905,3.319869161014422,0.9264840653408242,False
1994,tsmom_12m,12M,0.0,251,1994-01-03T00:00:00+00:00,1994-12-30T00:00:00+00:00,-0.0251035761476901,-0.0251035761476901,-0.06018001030977871,3.9679990227320094,0.8863220026345369,False
1995,tsmom_12m,12M,0.0,250,1995-01-03T00:00:00+00:00,1995-12-29T00:00:00+00:00,-0.04875325415445941,-0.04875325415445941,-0.0994202057771919,11.998834943373025,1.2661726615637514,False
1996,tsmom_12m,12M,0.0,251,1996-01-02T00:00:00+00:00,1996-12-31T00:00:00+00:00,-0.05602543305061514,-0.05602543305061514,-0.23252019205497032,11.271002595387024,1.6143613659979086,False
1997,tsmom_12m,12M,0.0,250,1997-01-02T00:00:00+00:00,1997-12-31T00:00:00+00:00,0.29230976332669645,0.29230976332669645,-0.08149551881953143,1.7551135872807886,1.0626185921015,False
1998,tsmom_12m,12M,0.0,250,1998-01-02T00:00:00+00:00,1998-12-31T00:00:00+00:00,-0.007743941374702357,-0.007743941374702357,-0.08457059430217095,0.5081132455606311,0.7168848844141434,False
1999,tsmom_12m,12M,0.0,249,1999-01-04T00:00:00+00:00,1999-12-30T00:00:00+00:00,-0.06300918592878224,-0.06300918592878224,-0.19960627727905556,2.7707744794338813,0.8340795427800186,False
2000,tsmom_12m,12M,0.0,248,2000-01-04T00:00:00+00:00,2000-12-29T00:00:00+00:00,-0.021428062615449273,-0.021428062615449273,-0.06321314421557589,6.433095136024745,0.589056911483037,False
2001,tsmom_12m,12M,0.0,247,2001-01-02T00:00:00+00:00,2001-12-31T00:00:00+00:00,-0.08541057950929776,-0.08541057950929776,-0.14921328462797334,2.052225419331529,0.74409412575203,False
2002,tsmom_12m,12M,0.0,251,2002-01-02T00:00:00+00:00,2002-12-31T00:00:00+00:00,0.18343933198143048,0.18343933198143048,-0.05858666406796276,0.5153927198865794,0.7484590672690947,False
2003,tsmom_12m,12M,0.0,250,2003-01-02T00:00:00+00:00,2003-12-31T00:00:00+00:00,0.11845642398979805,0.11845642398979805,-0.10031757190667967,0.3798253164464197,0.6194925046664232,False
2004,tsmom_12m,12M,0.0,249,2004-01-05T00:00:00+00:00,2004-12-30T00:00:00+00:00,0.033853889316415975,0.033853889316415975,-0.07651095901428617,0.4225740627301854,0.6121221119769235,False
2005,tsmom_12m,12M,0.0,251,2005-01-03T00:00:00+00:00,2005-12-30T00:00:00+00:00,0.153912645194618,0.153912645194618,-0.05327995273852715,0.4125563326384518,0.7995484443923624,False
2006,tsmom_12m,12M,0.0,250,2006-01-03T00:00:00+00:00,2006-12-29T00:00:00+00:00,0.1347444816949659,0.1347444816949659,-0.10636297965240127,0.5522950146225563,0.4608896830110364,False
2007,tsmom_12m,12M,0.0,252,2007-01-02T00:00:00+00:00,2007-12-31T00:00:00+00:00,0.1808021673765987,0.1808021673765987,-0.04638487093374244,0.4111319999153704,0.5958515453086647,False
2008,tsmom_12m,12M,0.0,255,2008-01-02T00:00:00+00:00,2008-12-31T00:00:00+00:00,-0.03311595917550847,-0.03311595917550847,-0.1551836705089762,1.4263230807099578,0.4168027750250686,False
2009,tsmom_12m,12M,0.0,253,2009-01-02T00:00:00+00:00,2009-12-31T00:00:00+00:00,0.1208205317221247,0.1208205317221247,-0.06412034490265683,3.136131552221096,0.4197399875740845,False
2010,tsmom_12m,12M,0.0,258,2010-01-04T00:00:00+00:00,2010-12-31T00:00:00+00:00,0.1802989157269319,0.1802989157269319,-0.046394927244785,0.49289710273235277,0.6021108427564869,False
