config,signal_ts,entry_ts,exit_ts,side,entry_price,final_exit_price,exit_reason,bars_held,raw_ret_1x,net_ret_1x,mae_1x,mfe_1x,max_dev_atr,max_drawdown_atr_after_arm,armed,partial_taken,partial_fraction,partial_ts,adx14,atr_bps,slow_slope_atr
HYPE_1M_EMA_V35_OVERLAY_FAST21_SLOW72_v35_no_volume_devtrail_arm2p2_dd1p8_sl1p5,2026-05-20 17:03:00+00:00,2026-05-20 17:04:00+00:00,2026-05-20 17:17:00+00:00,long,51.585,52.109,armed_peak_drawdown_next_open,13,0.010157991664243582,0.008657991664243582,-0.0028763690995444167,0.016361345352331025,3.8928352566646436,2.2333721990129507,True,False,0.0,,12.18555923084043,19.379673731397435,0.0
HYPE_1M_EMA_V35_OVERLAY_FAST21_SLOW72_v35_no_volume_devtrail_arm2p2_dd1p8_sl1p5,2026-05-20 19:15:00+00:00,2026-05-20 19:16:00+00:00,2026-05-20 19:49:00+00:00,long,52.026,52.637,armed_peak_drawdown_next_open,33,0.011744127936031967,0.010244127936031968,-0.002191961711452027,0.01741436973820787,3.8762643220778563,2.2148142230248276,True,False,0.0,,21.50367560202162,20.61876136806381,0.0
HYPE_1M_EMA_V35_OVERLAY_FAST21_SLOW72_v35_no_volume_devtrail_arm2p2_dd1p8_sl1p5,2026-05-20 21:23:00+00:00,2026-05-20 21:24:00+00:00,2026-05-20 21:44:00+00:00,long,52.347,52.587,armed_peak_drawdown_next_open,20,0.004584789959310109,0.0030847899593101093,-0.0031428830687527097,0.008653791048197634,2.8905236330923745,1.8928190216120757,True,False,0.0,,22.714900821408197,21.43990824094127,0.0
HYPE_1M_EMA_V35_OVERLAY_FAST21_SLOW72_v35_no_volume_devtrail_arm2p2_dd1p8_sl1p5,2026-05-21 03:20:00+00:00,2026-05-21 03:21:00+00:00,2026-05-21 03:21:00+00:00,long,56.43,56.23550012636505,hard_stop,0,-0.003446745944266416,-0.004946745944266416,-0.0015,0.0,0.0,0.0,False,False,0.0,,21.285860228333934,22.978306295109316,0.0
HYPE_1M_EMA_V35_OVERLAY_FAST21_SLOW72_v35_no_volume_devtrail_arm2p2_dd1p8_sl1p5,2026-05-21 05:53:00+00:00,2026-05-21 05:54:00+00:00,2026-05-21 06:23:00+00:00,long,56.233,56.588,armed_peak_drawdown_next_open,29,0.006313019045756096,0.004813019045756097,-0.0026736880479432666,0.010616541888215147,2.5656506125508103,2.0930343619625855,True,False,0.0,,21.642025592496516,21.442746862798085,0.0
HYPE_1M_EMA_V35_OVERLAY_FAST21_SLOW72_v35_no_volume_devtrail_arm2p2_dd1p8_sl1p5,2026-05-21 07:01:00+00:00,2026-05-21 07:02:00+00:00,2026-05-21 07:34:00+00:00,long,56.521,57.423,armed_peak_drawdown_next_open,32,0.015958670228764626,0.014458670228764627,-0.0018715433201818552,0.02108950655508579,3.4769323032379917,2.0647814656709103,True,False,0.0,,24.28859486776513,20.525741027657492,0.0
HYPE_1M_EMA_V35_OVERLAY_FAST21_SLOW72_v35_no_volume_devtrail_arm2p2_dd1p8_sl1p5,2026-05-21 10:39:00+00:00,2026-05-21 10:40:00+00:00,2026-05-21 10:50:00+00:00,long,58.332,58.178,opposite_cross,10,-0.0026400603442364723,-0.004140060344236472,-0.006488685455667663,0.003377220050744034,1.1507475507168963,0.0,False,False,0.0,,18.583654365812688,34.90921486992391,0.0
HYPE_1M_EMA_V35_OVERLAY_FAST21_SLOW72_v35_no_volume_devtrail_arm2p2_dd1p8_sl1p5,2026-05-21 12:42:00+00:00,2026-05-21 12:43:00+00:00,2026-05-21 13:32:00+00:00,long,57.58,58.935,armed_peak_drawdown_next_open,49,0.023532476554359194,0.022032476554359193,-0.00445241403265023,0.02971517888155617,3.765360423887554,1.8169461453657973,True,False,0.0,,19.83840094683356,26.57128445026695,0.0
HYPE_1M_EMA_V35_OVERLAY_FAST21_SLOW72_v35_no_volume_devtrail_arm2p2_dd1p8_sl1p5,2026-05-21 17:22:00+00:00,2026-05-21 17:23:00+00:00,2026-05-21 17:35:00+00:00,long,59.904,59.513365938724434,hard_stop,12,-0.006521001289990114,-0.008021001289990113,-0.004254407051282159,0.007278311965811968,2.0162248756520214,0.0,False,False,0.0,,35.77356748970741,43.47261622853662,0.0
HYPE_1M_EMA_V35_OVERLAY_FAST21_SLOW72_v35_no_volume_devtrail_arm2p2_dd1p8_sl1p5,2026-05-24 06:30:00+00:00,2026-05-24 06:31:00+00:00,2026-05-24 06:54:00+00:00,long,61.025,61.624,armed_peak_drawdown_next_open,23,0.009815649324047548,0.008315649324047549,-0.0019752150757885154,0.015911511675542833,2.481023481940231,1.9568957711313841,True,False,0.0,,33.053377068471015,35.38761997776001,0.0
HYPE_1M_EMA_V35_OVERLAY_FAST21_SLOW72_v35_no_volume_devtrail_arm2p2_dd1p8_sl1p5,2026-05-24 11:16:00+00:00,2026-05-24 11:17:00+00:00,2026-05-24 11:18:00+00:00,long,63.23,62.97131698156415,hard_stop,1,-0.004091143736135505,-0.005591143736135505,-0.004046259686857399,0.0,0.4100947008995227,0.0,False,False,0.0,,16.310671969944096,27.27386023056722,0.0
HYPE_1M_EMA_V35_OVERLAY_FAST21_SLOW72_v35_no_volume_devtrail_arm2p2_dd1p8_sl1p5,2026-05-24 11:24:00+00:00,2026-05-24 11:25:00+00:00,2026-05-24 11:44:00+00:00,long,63.243,63.00754758542462,hard_stop,19,-0.0037229798487640187,-0.005222979848764018,-0.005136766124314183,0.004696171908353364,1.5122574602544792,0.0,False,False,0.0,,12.487020646966903,24.81947321225598,0.0
HYPE_1M_EMA_V35_OVERLAY_FAST21_SLOW72_v35_no_volume_devtrail_arm2p2_dd1p8_sl1p5,2026-05-24 12:32:00+00:00,2026-05-24 12:33:00+00:00,2026-05-24 12:54:00+00:00,long,63.159,63.742,armed_peak_drawdown_next_open,21,0.009230671796576884,0.007730671796576884,-0.0037007948194239236,0.013996421729286501,3.25800574803267,1.9052294623969168,True,False,0.0,,20.152097295840406,22.170568424540225,0.0
HYPE_1M_EMA_V35_OVERLAY_FAST21_SLOW72_v35_no_volume_devtrail_arm2p2_dd1p8_sl1p5,2026-05-24 15:20:00+00:00,2026-05-24 15:21:00+00:00,2026-05-24 15:30:00+00:00,long,63.292,63.402,armed_peak_drawdown_next_open,9,0.0017379763635214651,0.00023797636352146509,-0.0022583896859002515,0.0069519054540858605,3.1238099184879444,1.8649562503436914,True,False,0.0,,15.41374252785611,26.543054215626192,0.0
